Date,Component,Type,Event,Event ID
2025-12-03 17:57:09,sfp_spider,DEBUG,Fetching fresh content from: https://zeroshield.ai/industries/healthcare/,2231
2025-12-03 17:57:09,sflib,STATUS,"Fetching (HEAD): https://zeroshield.ai/industries/healthcare/ (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",2232
2025-12-03 17:57:09,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldai.s3-us-west-2.amazonaws.com,2233
2025-12-03 17:57:09,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldaitest.s3-us-west-2.amazonaws.com,2234
2025-12-03 17:57:09,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldaidev.s3-us-west-2.amazonaws.com,2235
2025-12-03 17:57:09,sfp__stor_db,DEBUG,Storing an event: HTTP_CODE,2236
2025-12-03 17:57:09,sfp__stor_db,DEBUG,Storing an event: WEBSERVER_HTTPHEADERS,2237
2025-12-03 17:57:09,sfp__stor_db,DEBUG,Storing an event: TARGET_WEB_CONTENT_TYPE,2238
2025-12-03 17:57:09,sfp__stor_db,DEBUG,Storing an event: TARGET_WEB_CONTENT,2239
2025-12-03 17:57:09,sfp__stor_db,DEBUG,Storing an event: LINKED_URL_INTERNAL,2240
2025-12-03 17:57:09,sfp__stor_db,DEBUG,Storing an event: LINKED_URL_INTERNAL,2241
2025-12-03 17:57:09,sfp__stor_db,DEBUG,Storing an event: LINKED_URL_INTERNAL,2242
2025-12-03 17:57:09,sfp__stor_db,DEBUG,Storing an event: LINKED_URL_INTERNAL,2243
2025-12-03 17:57:09,sfp__stor_db,DEBUG,Storing an event: LINKED_URL_INTERNAL,2244
2025-12-03 17:57:09,sfp__stor_db,DEBUG,Storing an event: LINKED_URL_INTERNAL,2245
2025-12-03 17:57:09,sflib,STATUS,"Fetching (GET): https://zeroshield.ai/industries/healthcare/ (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",2246
2025-12-03 17:57:10,sflib,STATUS,Fetched https://zeroshield.ai/industries/healthcare/ (179939 bytes in 0.47702860832214355s),2247
2025-12-03 17:57:10,sfp__stor_db,DEBUG,Storing an event: HTTP_CODE,2248
2025-12-03 17:57:10,sfp__stor_db,DEBUG,Storing an event: WEBSERVER_HTTPHEADERS,2249
2025-12-03 17:57:10,sfp__stor_db,DEBUG,Storing an event: TARGET_WEB_CONTENT_TYPE,2250
2025-12-03 17:57:10,sfp__stor_db,DEBUG,Storing an event: TARGET_WEB_CONTENT,2251
2025-12-03 17:57:10,sfp_spider,DEBUG,"Links found from parsing: dict_keys(['https://zeroshield.ai', 'https://zeroshield.ai/', 'https://zeroshield.ai/solutions/threatshield/', 'https://zeroshield.ai/solutions/complianceshield/', 'https://zeroshield.ai/solutions/', 'https://zeroshield.ai/blog/', 'https://zeroshield.ai/client-support/', 'https://zeroshield.ai/contact/', 'https://calendly.com/spartan-apisecurityengine/zapisec-demo', 'https://zeroshield.ai/industries/healthcare/tel:+91-8088054916', 'https://zeroshield.ai/solutions/autonomous-managed-defense/', 'https://zeroshield.ai/solutions/cloud-hybrid-security/', 'https://zeroshield.ai/solutions/threat-vulnerability-management/', 'https://zeroshield.ai/solutions/ai-compliance-data-privacy-management/', 'https://zeroshield.ai/solutions/ai-driven-consulting-advisory/', 'https://zeroshield.ai/solutions/agentic-ai-security/', 'https://zeroshield.ai/industries/', 'https://zeroshield.ai/industries/industry-manufacturing/', 'https://zeroshield.ai/industries/transportation-logistics/', 'https://zeroshield.ai/industries/healthcare/', 'https://zeroshield.ai/industries/banks-insurance/', 'https://zeroshield.ai/industries/consulting-providers/', 'https://zeroshield.ai/industries/non-profit/', 'https://zeroshield.ai/industries/dating-apps/', 'https://zeroshield.ai/industries/fintech/', 'https://zeroshield.ai/case-studies/', 'http://linkedin.com', 'https://github.com/vartulzeroshieldai/ZeroShield?tab=readme-ov-file', 'https://dctechnologies.in/', 'https://zeroshield.ai/terms-conditions/', 'https://zeroshield.ai/privacy-policy/', 'https://cookiedatabase.org/tcf/purposes/', 'https://zeroshield.ai/about/', 'https://zeroshield.ai/partnerships/', 'https://zeroshield.ai/reviews-awards/', 'https://zeroshield.ai/wp-content/uploads/2025/10/cropped-Profile_Pic_for_Zero_Shield-removebg-preview.png', 'https://zeroshield.ai/wp-content/uploads/2023/03/images-removebg-preview-300x150.png', 'https://zeroshield.ai/wp-includes/js/jquery/jquery.min.js?ver=3.7.1', 'https://zeroshield.ai/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1', 'https://zeroshield.ai/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js', 'https://zeroshield.ai/wp-content/plugins/hostinger-reach/frontend/dist/blocks/subscription-view.js?ver=1762882462', 'https://zeroshield.ai/wp-content/themes/tecnologia/vamtam/assets/js/all.min.js?ver=6.8.3', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.32.4', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.32.4', 'https://zeroshield.ai/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.32.4', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.2.1', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.32.2', 'https://zeroshield.ai/wp-content/plugins/vamtam-elementor-integration-tecnologia//assets/js/widgets/button/vamtam-button.min.js?ver=1.1.13', 'https://zeroshield.ai/wp-content/plugins/vamtam-elementor-integration-tecnologia//assets/js/widgets/nav-menu/vamtam-nav-menu.min.js?ver=1.1.13', 'https://zeroshield.ai/wp-content/plugins/complianz-gdpr/cookiebanner/js/complianz.min.js?ver=1760431964', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.32.2', 'https://zeroshield.ai/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6', 'https://zeroshield.ai/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.32.2', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.32.2', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.9.4', 'https://zeroshield.ai/wp-content/plugins/vamtam-elementor-integration-tecnologia/assets/js/vamtam-elementor-frontend.min.js?ver=1.1.13', 'https://zeroshield.ai/feed/', 'https://zeroshield.ai/comments/feed/', 'https://zeroshield.ai/wp-content/plugins/complianz-gdpr/assets/css/cookieblocker.min.css?ver=1760431964', 'https://zeroshield.ai/wp-content/plugins/hostinger-reach/frontend/dist/blocks/subscription.css?ver=1762882462', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.32.4', 'https://zeroshield.ai/wp-content/uploads/elementor/css/post-9.css?ver=1762004270', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.32.4', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css?ver=3.32.2', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/css/modules/sticky.min.css?ver=3.32.2', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.32.4', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.32.4', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/css/widget-form.min.css?ver=3.32.2', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/css/modules/motion-fx.min.css?ver=3.32.2', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=3.32.4', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.32.4', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.32.4', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min.css?ver=3.32.2', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/css/widget-call-to-action.min.css?ver=3.32.2', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/css/conditionals/transitions.min.css?ver=3.32.2', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.44.0', 'https://zeroshield.ai/wp-content/uploads/elementor/custom-icons/theme-icons/style.css?ver=1.0.0', 'https://zeroshield.ai/wp-content/uploads/elementor/css/post-7166.css?ver=1762298408', 'https://zeroshield.ai/wp-content/uploads/elementor/css/post-171.css?ver=1763294307', 'https://zeroshield.ai/wp-content/uploads/elementor/css/post-1273.css?ver=1762004271', 'https://zeroshield.ai/wp-content/uploads/elementor/css/post-7271.css?ver=1762220388', 'https://zeroshield.ai/wp-content/uploads/elementor/css/post-1607.css?ver=1762004271', 'https://zeroshield.ai/wp-content/uploads/elementor/css/post-1450.css?ver=1762004271', 'https://zeroshield.ai/wp-content/themes/tecnologia/vamtam/assets/css/dist/elementor/elementor-all.css?ver=6.8.3', 'https://zeroshield.ai/wp-content/themes/tecnologia/vamtam/assets/css/dist/elementor/responsive/elementor-max.css?ver=6.8.3', 'https://zeroshield.ai/wp-content/themes/tecnologia/vamtam/assets/css/dist/elementor/responsive/elementor-below-max.css?ver=6.8.3', 'https://zeroshield.ai/wp-content/themes/tecnologia/vamtam/assets/css/dist/elementor/responsive/elementor-small.css?ver=6.8.3', 'https://fonts.googleapis.com/css?family=Inter+Tight:100,100italic,200,200italic,300,300italic,400,400italic,500,500italic,600,600italic,700,700italic,800,800italic,900,900italic&display=swap', 'https://fonts.googleapis.com/css?family=Inter:100,100italic,200,200italic,300,300italic,400,400italic,500,500italic,600,600italic,700,700italic,800,800italic,900,900italic&display=swap', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3', 'https://zeroshield.ai/wp-json/', 'https://zeroshield.ai/wp-json/wp/v2/pages/7166', 'https://zeroshield.ai/xmlrpc.php?rsd', 'https://zeroshield.ai/?p=7166', 'https://zeroshield.ai/wp-json/oembed/1.0/embed?url=https://zeroshield.ai/industries/healthcare/', 'https://zeroshield.ai/wp-json/oembed/1.0/embed?url=https://zeroshield.ai/industries/healthcare/&format=xml', 'https://zeroshield.ai/wp-content/uploads/2025/10/cropped-cropped-Profile_Pic_for_Zero_Shield-removebg-preview-32x32.png', 'https://zeroshield.ai/wp-content/uploads/2025/10/cropped-cropped-Profile_Pic_for_Zero_Shield-removebg-preview-192x192.png', 'https://zeroshield.ai/wp-content/uploads/2025/10/cropped-cropped-Profile_Pic_for_Zero_Shield-removebg-preview-180x180.png', 'https://zeroshield.ai/wp-content/uploads/elementor/css/post-247.css?ver=1762004271', 'https://zeroshield.ai/wp-content/uploads/elementor/css/post-2951.css?ver=1762004271', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?ver=3.32.4', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.32.4', 'https://zeroshield.ai/wp-content/uploads/elementor/css/post-311.css?ver=1762004271', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/css/widget-star-rating.min.css?ver=3.32.4'])",2252
2025-12-03 17:57:10,sfp_spider,DEBUG,Fetching fresh content from: https://zeroshield.ai/industries/banks-insurance/,2253
2025-12-03 17:57:10,sflib,STATUS,"Fetching (HEAD): https://zeroshield.ai/industries/banks-insurance/ (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",2254
2025-12-03 17:57:10,sfp__stor_db,DEBUG,Storing an event: LINKED_URL_INTERNAL,2255
2025-12-03 17:57:10,sfp__stor_db,DEBUG,Storing an event: LINKED_URL_INTERNAL,2256
2025-12-03 17:57:10,sfp__stor_db,DEBUG,Storing an event: LINKED_URL_INTERNAL,2257
2025-12-03 17:57:10,sfp__stor_db,DEBUG,Storing an event: LINKED_URL_INTERNAL,2258
2025-12-03 17:57:10,sfp__stor_db,DEBUG,Storing an event: LINKED_URL_INTERNAL,2259
2025-12-03 17:57:10,sfp__stor_db,DEBUG,Storing an event: LINKED_URL_INTERNAL,2260
2025-12-03 17:57:10,sfp__stor_db,DEBUG,Storing an event: LINKED_URL_INTERNAL,2261
2025-12-03 17:57:10,sfp__stor_db,DEBUG,Storing an event: LINKED_URL_INTERNAL,2262
2025-12-03 17:57:10,sflib,STATUS,"Fetching (GET): https://zeroshield.ai/industries/banks-insurance/ (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",2263
2025-12-03 17:57:11,sflib,STATUS,Fetched https://zeroshieldaidev.s3-us-west-2.amazonaws.com (305 bytes in 1.4059958457946777s),2264
2025-12-03 17:57:11,sfp_s3bucket,DEBUG,Not a valid bucket: https://zeroshieldaidev.s3-us-west-2.amazonaws.com,2265
2025-12-03 17:57:11,sflib,STATUS,Fetched https://zeroshieldaitest.s3-us-west-2.amazonaws.com (306 bytes in 1.4117953777313232s),2266
2025-12-03 17:57:11,sfp_s3bucket,DEBUG,Not a valid bucket: https://zeroshieldaitest.s3-us-west-2.amazonaws.com,2267
2025-12-03 17:57:11,sflib,STATUS,Fetched https://zeroshieldai.s3-us-west-2.amazonaws.com (302 bytes in 1.4170117378234863s),2268
2025-12-03 17:57:11,sfp_s3bucket,DEBUG,Not a valid bucket: https://zeroshieldai.s3-us-west-2.amazonaws.com,2269
2025-12-03 17:57:11,sflib,STATUS,Fetched https://zeroshield.ai/industries/banks-insurance/ (180603 bytes in 0.9657797813415527s),2270
2025-12-03 17:57:11,sfp_spider,DEBUG,"Links found from parsing: dict_keys(['https://zeroshield.ai', 'https://zeroshield.ai/', 'https://zeroshield.ai/solutions/threatshield/', 'https://zeroshield.ai/solutions/complianceshield/', 'https://zeroshield.ai/solutions/', 'https://zeroshield.ai/blog/', 'https://zeroshield.ai/client-support/', 'https://zeroshield.ai/contact/', 'https://calendly.com/spartan-apisecurityengine/zapisec-demo', 'https://zeroshield.ai/industries/banks-insurance/tel:+91-8088054916', 'https://zeroshield.ai/solutions/autonomous-managed-defense/', 'https://zeroshield.ai/solutions/cloud-hybrid-security/', 'https://zeroshield.ai/solutions/threat-vulnerability-management/', 'https://zeroshield.ai/solutions/ai-compliance-data-privacy-management/', 'https://zeroshield.ai/solutions/ai-driven-consulting-advisory/', 'https://zeroshield.ai/solutions/agentic-ai-security/', 'https://zeroshield.ai/industries/', 'https://zeroshield.ai/industries/industry-manufacturing/', 'https://zeroshield.ai/industries/transportation-logistics/', 'https://zeroshield.ai/industries/healthcare/', 'https://zeroshield.ai/industries/banks-insurance/', 'https://zeroshield.ai/industries/consulting-providers/', 'https://zeroshield.ai/industries/non-profit/', 'https://zeroshield.ai/industries/dating-apps/', 'https://zeroshield.ai/industries/fintech/', 'https://zeroshield.ai/case-studies/', 'http://linkedin.com', 'https://github.com/vartulzeroshieldai/ZeroShield?tab=readme-ov-file', 'https://dctechnologies.in/', 'https://zeroshield.ai/terms-conditions/', 'https://zeroshield.ai/privacy-policy/', 'https://cookiedatabase.org/tcf/purposes/', 'https://zeroshield.ai/about/', 'https://zeroshield.ai/partnerships/', 'https://zeroshield.ai/reviews-awards/', 'https://zeroshield.ai/wp-content/uploads/2025/10/cropped-Profile_Pic_for_Zero_Shield-removebg-preview.png', 'https://zeroshield.ai/wp-content/uploads/2023/03/images-removebg-preview-300x150.png', 'https://zeroshield.ai/wp-includes/js/jquery/jquery.min.js?ver=3.7.1', 'https://zeroshield.ai/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1', 'https://zeroshield.ai/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js', 'https://zeroshield.ai/wp-content/plugins/hostinger-reach/frontend/dist/blocks/subscription-view.js?ver=1764311024', 'https://zeroshield.ai/wp-content/themes/tecnologia/vamtam/assets/js/all.min.js?ver=6.8.3', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.32.4', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.32.4', 'https://zeroshield.ai/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.32.4', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.2.1', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.32.2', 'https://zeroshield.ai/wp-content/plugins/vamtam-elementor-integration-tecnologia//assets/js/widgets/button/vamtam-button.min.js?ver=1.1.13', 'https://zeroshield.ai/wp-content/plugins/vamtam-elementor-integration-tecnologia//assets/js/widgets/nav-menu/vamtam-nav-menu.min.js?ver=1.1.13', 'https://zeroshield.ai/wp-content/plugins/complianz-gdpr/cookiebanner/js/complianz.min.js?ver=1760431964', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.32.2', 'https://zeroshield.ai/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6', 'https://zeroshield.ai/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.32.2', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.32.2', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.9.4', 'https://zeroshield.ai/wp-content/plugins/vamtam-elementor-integration-tecnologia/assets/js/vamtam-elementor-frontend.min.js?ver=1.1.13', 'https://zeroshield.ai/feed/', 'https://zeroshield.ai/comments/feed/', 'https://zeroshield.ai/wp-content/plugins/complianz-gdpr/assets/css/cookieblocker.min.css?ver=1760431964', 'https://zeroshield.ai/wp-content/plugins/hostinger-reach/frontend/dist/blocks/subscription.css?ver=1764311024', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.32.4', 'https://zeroshield.ai/wp-content/uploads/elementor/css/post-9.css?ver=1762004270', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.32.4', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css?ver=3.32.2', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/css/modules/sticky.min.css?ver=3.32.2', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.32.4', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.32.4', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/css/widget-form.min.css?ver=3.32.2', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/css/modules/motion-fx.min.css?ver=3.32.2', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=3.32.4', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.32.4', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.32.4', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min.css?ver=3.32.2', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/css/widget-call-to-action.min.css?ver=3.32.2', 'https://zeroshield.ai/wp-content/plugins/elementor-pro/assets/css/conditionals/transitions.min.css?ver=3.32.2', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.44.0', 'https://zeroshield.ai/wp-content/uploads/elementor/custom-icons/theme-icons/style.css?ver=1.0.0', 'https://zeroshield.ai/wp-content/uploads/elementor/css/post-7171.css?ver=1762295582', 'https://zeroshield.ai/wp-content/uploads/elementor/css/post-171.css?ver=1763294307', 'https://zeroshield.ai/wp-content/uploads/elementor/css/post-1273.css?ver=1762004271', 'https://zeroshield.ai/wp-content/uploads/elementor/css/post-7271.css?ver=1762220388', 'https://zeroshield.ai/wp-content/uploads/elementor/css/post-1607.css?ver=1762004271', 'https://zeroshield.ai/wp-content/uploads/elementor/css/post-1450.css?ver=1762004271', 'https://zeroshield.ai/wp-content/themes/tecnologia/vamtam/assets/css/dist/elementor/elementor-all.css?ver=6.8.3', 'https://zeroshield.ai/wp-content/themes/tecnologia/vamtam/assets/css/dist/elementor/responsive/elementor-max.css?ver=6.8.3', 'https://zeroshield.ai/wp-content/themes/tecnologia/vamtam/assets/css/dist/elementor/responsive/elementor-below-max.css?ver=6.8.3', 'https://zeroshield.ai/wp-content/themes/tecnologia/vamtam/assets/css/dist/elementor/responsive/elementor-small.css?ver=6.8.3', 'https://fonts.googleapis.com/css?family=Inter+Tight:100,100italic,200,200italic,300,300italic,400,400italic,500,500italic,600,600italic,700,700italic,800,800italic,900,900italic&display=swap', 'https://fonts.googleapis.com/css?family=Inter:100,100italic,200,200italic,300,300italic,400,400italic,500,500italic,600,600italic,700,700italic,800,800italic,900,900italic&display=swap', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3', 'https://zeroshield.ai/wp-json/', 'https://zeroshield.ai/wp-json/wp/v2/pages/7171', 'https://zeroshield.ai/xmlrpc.php?rsd', 'https://zeroshield.ai/?p=7171', 'https://zeroshield.ai/wp-json/oembed/1.0/embed?url=https://zeroshield.ai/industries/banks-insurance/', 'https://zeroshield.ai/wp-json/oembed/1.0/embed?url=https://zeroshield.ai/industries/banks-insurance/&format=xml', 'https://zeroshield.ai/wp-content/uploads/2025/10/cropped-cropped-Profile_Pic_for_Zero_Shield-removebg-preview-32x32.png', 'https://zeroshield.ai/wp-content/uploads/2025/10/cropped-cropped-Profile_Pic_for_Zero_Shield-removebg-preview-192x192.png', 'https://zeroshield.ai/wp-content/uploads/2025/10/cropped-cropped-Profile_Pic_for_Zero_Shield-removebg-preview-180x180.png', 'https://zeroshield.ai/wp-content/uploads/elementor/css/post-247.css?ver=1762004271', 'https://zeroshield.ai/wp-content/uploads/elementor/css/post-2951.css?ver=1762004271', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?ver=3.32.4', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.32.4', 'https://zeroshield.ai/wp-content/uploads/elementor/css/post-311.css?ver=1762004271', 'https://zeroshield.ai/wp-content/plugins/elementor/assets/css/widget-star-rating.min.css?ver=3.32.4'])",2271
2025-12-03 17:57:11,sfp_spider,DEBUG,Fetching fresh content from: https://zeroshield.ai/industries/consulting-providers/,2272
2025-12-03 17:57:11,sflib,STATUS,"Fetching (HEAD): https://zeroshield.ai/industries/consulting-providers/ (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",2273
2025-12-03 17:57:11,sfp__stor_db,DEBUG,Storing an event: HTTP_CODE,2274
2025-12-03 17:57:11,sfp__stor_db,DEBUG,Storing an event: WEBSERVER_HTTPHEADERS,2275
2025-12-03 17:57:11,sfp__stor_db,DEBUG,Storing an event: TARGET_WEB_CONTENT_TYPE,2276
2025-12-03 17:57:11,sfp__stor_db,DEBUG,Storing an event: TARGET_WEB_CONTENT,2277
2025-12-03 17:57:11,sfp__stor_db,DEBUG,Storing an event: LINKED_URL_INTERNAL,2278
2025-12-03 17:57:11,sfp__stor_db,DEBUG,Storing an event: LINKED_URL_INTERNAL,2279
2025-12-03 17:57:11,sfp__stor_db,DEBUG,Storing an event: LINKED_URL_INTERNAL,2280
2025-12-03 17:57:11,sfp__stor_db,DEBUG,Storing an event: LINKED_URL_INTERNAL,2281
2025-12-03 17:57:11,sfp__stor_db,DEBUG,Storing an event: LINKED_URL_INTERNAL,2282
2025-12-03 17:57:11,sfp__stor_db,DEBUG,Storing an event: LINKED_URL_INTERNAL,2283
2025-12-03 17:57:11,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldaiweb.s3-us-west-2.amazonaws.com,2284
2025-12-03 17:57:11,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldaibeta.s3-us-west-2.amazonaws.com,2285
2025-12-03 17:57:11,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldaibucket.s3-us-west-2.amazonaws.com,2286
2025-12-03 17:57:11,sflib,STATUS,"Fetching (GET): https://zeroshield.ai/industries/consulting-providers/ (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",2287
2025-12-03 17:57:12,sflib,STATUS,Fetched https://zeroshield.ai/industries/consulting-providers/ (183783 bytes in 0.6252825260162354s),2288
